timestamp,question,score,file_name,page,text_preview
2025-12-31T16:16:23,What is the dress code policy?,2,1.1202,employee_handbook.pdf,2,"12. Employment of Relatives  Employees may refer relatives for employment, provi"
2025-12-31T16:16:23,What is the dress code policy?,3,1.1424,hr_policy_manual.pdf,0,HR POLICY MANUAL  1. Purpose of the HR Policy Manual  This HR Policy Manual defi
2025-12-31T16:16:23,What is the dress code policy?,4,1.1453,employee_handbook.pdf,0,approved by their reporting manager.    3. Attendance and Punctuality  Employees
2025-12-31T16:16:23,What is the dress code policy?,5,1.1495,hr_policy_manual.pdf,0,"• Employees receive feedback on goals, responsibilities, and areas of  improveme"
2025-12-31T16:20:20,Is a doctor’s certificate required for medical leave?,1,0.6894,leave_policy.pdf,1, Accumulation:  o Medical Leave can be accumulated up to a maximum of 28 days. 
2025-12-31T16:20:20,Is a doctor’s certificate required for medical leave?,2,0.7706,leave_policy.pdf,1,Medical Leave (ML)   Eligibility:  o Employees become eligible for Medical Leav
2025-12-31T16:20:20,Is a doctor’s certificate required for medical leave?,3,0.9071,leave_policy.pdf,2, No automatic promotion is granted due to qualifications earned.    Leave Witho
2025-12-31T16:20:20,Is a doctor’s certificate required for medical leave?,4,0.9163,leave_policy.pdf,3,beginning of each calendar year.    Taking Leave   Leave Counting Rules:  o For
2025-12-31T16:20:20,Is a doctor’s certificate required for medical leave?,5,0.9476,leave_policy.pdf,2,o Employees who have completed four years of service after probation may be cons
2025-12-31T16:20:42,What happens to casual leave at the end of the year?,1,0.7158,leave_policy.pdf,0," New Joiners:  o For employees joining mid-year, Casual Leave is credited on a "
2025-12-31T16:20:42,What happens to casual leave at the end of the year?,2,0.7359,leave_policy.pdf,0,completion of contract.   Notice Period:  o Earned Leave can be adjusted during
2025-12-31T16:20:42,What happens to casual leave at the end of the year?,3,0.7776,leave_policy.pdf,3,beginning of each calendar year.    Taking Leave   Leave Counting Rules:  o For
2025-12-31T16:20:42,What happens to casual leave at the end of the year?,4,0.8213,leave_policy.pdf,2, No automatic promotion is granted due to qualifications earned.    Leave Witho
2025-12-31T16:20:42,What happens to casual leave at the end of the year?,5,0.8276,leave_policy.pdf,0, Accumulation:  o Earned Leave can be accumulated up to a maximum of 30 days.  
2025-12-31T16:21:16,Can earned leave be encashed?,1,0.5469,leave_policy.pdf,0, Accumulation:  o Earned Leave can be accumulated up to a maximum of 30 days.  
2025-12-31T16:21:16,Can earned leave be encashed?,2,0.7144,leave_policy.pdf,0,Earned Leave (EL)   Eligibility:  o Employees become eligible for Earned Leave 
2025-12-31T16:21:16,Can earned leave be encashed?,3,0.7739,leave_policy.pdf,0,o Casual Leave cannot be encashed.   Notice Period:  o Employees serving the no
2025-12-31T16:21:16,Can earned leave be encashed?,4,0.8081,leave_policy.pdf,0,completion of contract.   Notice Period:  o Earned Leave can be adjusted during
2025-12-31T16:21:16,Can earned leave be encashed?,5,0.8316,leave_policy.pdf,1, Accumulation:  o Medical Leave can be accumulated up to a maximum of 28 days. 
2026-01-01T09:22:02,what is mean by medical leave,1,0.7066,leave_policy.pdf,1,Medical Leave (ML)   Eligibility:  o Employees become eligible for Medical Leav
2026-01-01T09:22:02,what is mean by medical leave,2,0.7489,leave_policy.pdf,1, Accumulation:  o Medical Leave can be accumulated up to a maximum of 28 days. 
2026-01-01T09:22:02,what is mean by medical leave,3,0.8145,leave_policy.pdf,2, No automatic promotion is granted due to qualifications earned.    Leave Witho
2026-01-01T09:22:02,what is mean by medical leave,4,0.8717,leave_policy.pdf,3,beginning of each calendar year.    Taking Leave   Leave Counting Rules:  o For
2026-01-01T09:22:02,what is mean by medical leave,5,0.9598,leave_policy.pdf,1,o   Maternity Leave   Eligibility:  o Female employees who have worked for more
